rec_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-8540-org,   tha, f, 27, 19890519, , alana, apichart, nsw, old bonalbo, 4817, 83, narran street, , 2 41404482, 7956755, 5, NoRole
rec-5591-org,   ger, , 23, 19931118, , lia, beyer, qld, toolara forest, 4750, 1, mandurah place, riverglen marina, 03 45611104, 7784930, 5, NoRole
rec-1003-org,   fre, f, 26, 19901130, ms, lawson, tessier, vic, waratah bay, 4670, 8, woodfull loop, , 8 51659139, 7323029, 5, NoRole
rec-3120-org,   chi, , 24, 19920425, , nathan, ssutu, nsw, badgerys creek, 6159, 28, findlay street, glenview, 2 97191373, 3391877, 4, NoRole
rec-4807-org,   unk, , 24, , dr, olivia, abbondandola, vic, mitchell park, 2400, 6, goodman street, bass view, 618 98226598, 2273783, 1, NoRole
rec-9820-org,   abo, f, 24, 19920427, mr, kyle, goolagong, vic, lake tyers, 2537, 1133, ordell street, lansdowne, 8 25777385, 5027221, 9, NoRole
rec-4717-org,   usa, f, , 19961026, ms, lachlan-john, ashley, vic, barnadown, 2646, 1, coranderrk street, papanui, 618 86316424, 9748185, 0, NoRole
rec-8498-org,   ger, f, 20, 19960510, pfc, isabelle, fass, nsw, wirrinya, 2170, 11, messenger street, , 2 59269592, 5947168, 3, NoRole
rec-9278-org,   chi, f, , 19810628, ms, michaela, yen, qld, heatley, 0820, 16, lambert street, , 3 78478092, 5955929, 7, NoRole
rec-1016-org,   unk, , 27, , , emiily, sclater, qld, pickanjinnie, 4306, 14, kinalung place, hawkline, 3 77303771, 1027893, 9, NoRole
rec-4373-org,   swe, f, 30, 19861101, , willow, wistrom, , clayton, 2830, 77, buvelot street, western crossing shops, 08 86259540, 9739301, 2, NoRole
rec-2603-org,   ger, , 35, 19810206, , sophie, kuntz, nsw, otford, 2285, 69, mcmillan crescent, john flynn medical centre, 612 20370286, 6606375, 0, NoRole
rec-4932-org,   vie, f, 31, 19850208, mr, kazuki, trung, nsw, leura, 4211, 12, angwin place, , 02 00928346, 6447691, 9, NoRole
rec-8953-org,   usa, f, 35, 19810218, pfc, reece, whitehead, nsw, north lismore, 7216, 95, durack street, , 07 66891654, 5287692, 5, NoRole
rec-6663-org,   usa, f, , 19970529, , alissa, webb, sa, hackney, 6107, 28, fred williams crescent, , 07 59423141, 1571561, 0, NoRole
rec-8146-org,   eng, f, 27, 19890704, , georgia, gardenar, qld, peakhurst, 2018, 7, groom street, , 613 01010107, 8963620, 0, NoRole
rec-5099-org,   eng, f, 37, 19790503, , liam, garrod, sa, outer harbor, 2161, , scott street, , 617 04093510, 8607669, 9, NoRole
rec-5273-org,   eng, f, 30, 19860921, ms, james, brasher, vic, logan, 5725, 616, jensen street, , 08 93906380, 7642945, 8, NoRole
rec-5736-org,   tur, f, 37, 19790501, ms, travis, erkal, wa, windabout, 2049, 2, monaro crescent, , , 2814765, 3, NoRole
rec-3335-org,   chi, , , 19731219, ms, alexandra, gwang, sa, devon park, 6062, 14, southwood retreat, , 7 53238990, 8177206, 9, NoRole
rec-3287-dup-0, ger, , 28, 19880719, ms, jasper, haessl r, vic, pakenham, 4304, 344, goyder street, , 618 99085895, 9735639, 1, NoRole
rec-9676-org,   eng, m, 26, 19900506, , olivia, herberts, wa, mouroubra, 2517, 538, , , 08 62495348, 6090888, 6, NoRole
rec-5339-org,   unk, m, 19, 19970623, mr, joel, scirri, vic, neerim, 3130, , anderson street, lanoma, 08 96477864, 4066117, 5, NoRole
rec-8678-dup-0, dut, f, 28, 19880611, , jayme, rochus, nsw, comboyne, 2774, 2 , besant street, , 612 52201243, 8702271, 3, NoRole
rec-4818-dup-0, chi, f, 12, 20040524, dr, zachary, denk, wa, wallaroo, 3757, 159, dunstan street, , 618 58899953, 3221965, 4, NoRole
rec-3233-org,   unk, f, 23, 19931226, , hayden, aaron, vic, cudgewa, 5075, 29, buller crescent, belongame, 618 56753865, 7292609, 7, NoRole
rec-5778-dup-0, pol, f, , 19251121, , kaitlin, bromka, nsw, canowindra, 4124, 14, ern florence crescent, , 612 89975241, 7157625, 6, NoRole
rec-7019-org,   tha, f, 28, , , emma, thabchumpon, sa, two wells, , 135, diamantina crescent, , 7 90709854, 6932780, 4, NoRole
rec-9811-org,   usa, , 34, 19820601, , amber, meadows, nsw, nymagee, 2035, 1, tenison-woods circuit, , 02 68215392, 5000922, 0, NoRole
rec-7065-org,   pol, f, , , ms, alexander, bartelski, nsw, arndell park, 3013, 19, burrendong street, , 612 74384603, 3442114, 5, NoRole
rec-3321-dup-0, ind, f, 33, 19830826, , ruby, suchhn, vic, bendoc, 6019, 77, cosgrove street, , 08 21727618, 7383601, 8, NoRole
rec-2618-org,   usa, f, 32, 19840918, ms, oscar, savory, act, kingston, 2289, 11, barraclough crescent, , 2 00515406, 1880810, 3, NoRole
rec-8606-org,   ind, f, 29, , , kierra, adwani, qld, middleton, 4217, 1, o'hea street, , 613 95424274, 2185753, 4, NoRole
rec-2630-org,   usa, , 31, 19850908, ms, zachary, alexander, vic, cape clear, 6155, 3, sale place, , 07 07038281, 6807419, 4, NoRole
rec-430-org,   iri, f, 34, 19820426, , georgia, kavanagh, nsw, liberty grove, 2077, 6, centaurus street, , 2 57201471, 6378680, 1, NoRole
rec-1613-org,   eng, , 27, 19891220, mr, shai, espenson, qld, wetheron, 2138, 13, tillyard drive, kurrajong, 04 31214463, 8442471, 2, NoRole
rec-6105-org,   cze, , 20, , , vanessa, meerdo, nsw, chatswood west, 0870, 443, chisholm street, , 02 99981195, 5809172, 0, NoRole
rec-6483-org,   ser, , 31, 19851201, , josephine, ficor, qld, kullogum, 4615, 8, hutcheon place, , 03 99455961, 5408727, 6, NoRole
rec-7613-org,   usa, , , 19401031, , ambrosia, , nsw, modbury, 6027, 16, bruxner close, terra nostra, 02 49441316, 5165925, 1, NoRole
rec-6471-org,   eng, f, 24, 19920915, , michael, morriss, qld, piturie, 2444, 638, palmer street, fairfield waters, 613 30421154, 4538741, 7, NoRole
rec-9683-org,   unk, f, 27, 19891030, ms, xavier, strainij, tas, ridgley, 4059, 24, richardson circuit, , 07 56635464, 4469247, 5, NoRole
rec-6706-org,   fin, f, 10, , pfc, april, taina, vic, sorell, 2774, 1, wakool circuit, , 04 95020966, 3890552, 2, NoRole
rec-4117-org,   eng, f, 24, , , alex, gardiner, sa, paruna, 2615, 6, mccaw place, lonesome dove, 02 27272595, 6337156, 6, NoRole
rec-5251-org,   usa, m, , 19811027, , riley, bowman, vic, heidelberg heights, 4718, 9, hake street, monkani, 8 91773136, 9031780, 4, NoRole
rec-5710-org,   usa, f, , 19770607, , samantha, shannon, wa, mindarie, 2079, 32, , little forest, 8 03463020, 4097639, 7, NoRole
rec-2126-org,   unk, f, 36, 19800305, , flynn, scinto, wa, west beach, 4816, 28, canterbury crescent, , 8 92703705, 6962926, 6, NoRole
rec-6971-org,   chi, , 23, 19930410, , xanthe, xun, vic, watsonia, 4570, 5, kingham place, , 08 00197686, 2967774, 0, NoRole
rec-9756-org,   fre, m, 38, 19781112, , liam, lefou, tas, oyster cove, 3806, 121, groveland crescent, , 7 81756999, 2157862, 4, NoRole
rec-6785-dup-0, cze, , 29, 19870803, mr, hayley, majerski, nsw, north strathfield, 3029, 119, farrerstreet, , 612 20606801, 3094361, 7, NoRole
rec-7318-org,   eng, f, 29, 19870323, , ella, hume, qld, north ward, 2260, 46, buggy crescent, , 03 42574803, 9615451, 8, NoRole
rec-6030-org,   eng, f, 23, 19931114, , isabella, brasher, , black rock, 2196, 2, fenston place, , 08 88387499, 3329463, 7, NoRole
rec-8087-org,   ger, f, 30, 19861116, , aidan, keitel, nsw, nimmitabel, 0812, 55, tamborine close, yarrawah, 02 93782852, 5345378, 9, NoRole
rec-6250-org,   chi, m, 35, 19810301, ms, marlee, kei, , penshurst, 2176, 401, lane place, , 04 75148486, 1166352, 4, NoRole
rec-8543-org,   usa, f, , , ms, phoebe, graves, vic, bell post hill, 4702, 145, alberga street, killarney, 8 81156016, 9204559, 1, NoRole
rec-6038-org,   por, f, , 19501203, hon, zachariah, eronilde, nsw, lake cathie, 6167, 6, giles street, clarence chambers, 612 56270832, 2881733, 3, NoRole
rec-2920-org,   ind, , 28, 19881126, dr, jared, nagaraja, , enoggera, 2761, 108, guthridge crescent, kurrajong, 03 21805431, 9367935, 3, NoRole
rec-3353-org,   eng, , 30, 19860428, pfc, april, sergeant, vic, batesford, 2155, 191, catchpole street, willow dale, 8 94935910, 3527044, 5, NoRole
rec-3052-org,   chi, f, 19, 19971012, , brooke, ang, , keilor east, 2745, 8, flinders way, padua park holsteins, 03 42076975, 4350869, 5, NoRole
rec-4510-dup-0, eng, f, 34, 19820618, , grakie, lukeson, nsw, walbundrie, 2070, 55, tompson street, , 2 98131990, 7032674, 8, NoRole
rec-6351-org,   eng, f, 40, 19761021, , chloe, hext, nsw, fairfield east, 4818, 23, maclaurin crescent, the denture centre, 02 74415353, 1063047, 0, NoRole
rec-5210-org,   por, f, 30, 19860725, dr, emiily, balsemao, nsw, grays point, 2447, 363, harry hopman circuit, weeroona, 2 85487602, 1122194, 5, NoRole
rec-8716-org,   eng, f, 25, 19910212, ms, cameron, hallman, nsw, moorabbin, 5066, 8, stockdale street, , 02 44448895, 5478583, 0, NoRole
rec-4300-dup-0, unk, f, 26, 19900811, , max, aaron, n w, glen alpine, 6157, 22, federal highway, wispering pines, 612 55546280, 3372483, 4, NoRole
rec-9357-org,   usa, f, 36, 19800830, mr, joshua, witt, , coffs harbour, 4871, 11, belconnen way, , 08 87989045, 5681523, 3, NoRole
rec-6171-org,   usa, , 13, 20031017, ms, yasmin, hunter, nsw, , 4680, 13, duterrau crescent, , 02 25143874, 9569748, 3, NoRole
rec-1563-org,   sri, f, 8, , , lily, corea, vic, dumbalk, 2287, 111, brittlebank circuit, , 618 41868033, 7774799, 3, NoRole
rec-4268-org,   jew, , 34, 19820815, , matthew, salomons, nsw, yattalunga, 4152, 431, discovery street, booroopki park rmb 596, 612 89904101, 5287175, 1, NoRole
rec-1909-org,   eng, f, 27, 19890613, , owen, ryeley, qld, mcdowall, 3186, 28, pandanus street, , 613 66624593, 2565562, 6, NoRole
rec-6279-org,   ser, , 27, 19890707, , isabella, doric, wa, throssell, 3483, 1, coree place, , 08 57796801, 6696321, 5, NoRole
rec-2731-org,   eng, , 28, 19881212, dr, michael, babcock, nsw, avondale heights, 3085, 37, corinna street, , 02 96892529, 8479028, 3, NoRole
rec-4929-org,   usa, m, 20, 19960711, dr, jarrod, albert, sa, kongorong, 3212, 17, goyder street, rosetta village, 07 42953728, 6099980, 2, NoRole
rec-1696-org,   ger, f, 23, 19930526, , deakin, deardorff, tas, pelverata, 7020, 179, mileham street, , 7 01642955, 4375165, 1, NoRole
rec-586-org,   eng, f, 33, 19830501, , lynae, rutherford, , auburn, 2210, 13, hamelin crescent, , 08 82767342, 7585821, 0, NoRole
rec-1143-org,   usa, f, 32, 19840224, , zoe, wolfe, nsw, altona meadows, 4215, 21, , , 02 30119154, 3046144, 0, NoRole
rec-8052-org,   tha, f, 35, , ms, karissa, putrie, vic, metung, 2756, 16, poynton street, nioka, 08 44982621, 4928045, 8, NoRole
rec-7824-org,   usa, f, 36, 19800707, , annabella, ewing, vic, yandoit, 4745, 21, marchant circuit, , 8 10289121, 9357529, 5, NoRole
rec-4348-dup-0, eng, f, 6, 20100531, , holly, wescott, qld, barlil, 2295, 43, newdegate street, , 3 66690453, 9167695, 1, NoRole
rec-4497-org,   unk, f, 12, 20040112, , lawson, abbatista, vic, arcadia, 4069, 8, freda bennett circuit, , 618 81497064, 6659408, 6, NoRole
rec-8788-org,   eng, f, 29, 19870811, , mason, hopson, , bridgewater, 2203, 62, ingamells street, , 07 27426120, 1901263, 2, NoRole
rec-4821-org,   ser, f, 11, 20051215, , cooper, rosso, sa, copley, 4069, 31, jandamarra street, , 07 89344717, 8150857, 8, NoRole
rec-7975-org,   usa, f, 9, 20070803, , wilson, hinton, sa, hynam, 3038, , ayers fowler street, leisure living vlge, 07 01204218, 1251221, 2, NoRole
rec-218-org,   ind, f, 28, 19880124, , olivia, seetamraju, qld, guluguba, 4341, 450, curlewis crescent, , 3 11571870, 3092686, 4, NoRole
rec-2104-org,   chi, f, 36, 19801112, , marlee, lai, vic, tootgarook, 4226, 24, rollston street, tolemac, 618 34039812, 6028955, 5, NoRole
rec-1171-org,   ger, f, , 19481226, ms, zachary, marqueringh, nsw, towradgi, 4680, 2, slessor crescent, , 02 21198246, 2795689, 1, NoRole
rec-1375-org,   unk, f, 25, 19910424, ms, joshua, aarnoudse, qld, mount samson, 5641, 55, rubbo crescent, , 613 61730226, 3046908, 1, NoRole
rec-1519-org,   eng, f, 39, 19771112, , chelsea, hightower, vic, east sale raaf, 2560, 63, gilmore crescent, , 8 73767508, 8273881, 7, NoRole
rec-9836-org,   chi, f, 27, 19890107, mr, chloe, pei, qld, dalysford, 5018, 16, downard street, toolebewong farm, , 3859127, 3, NoRole
rec-9987-dup-0, unk, f, 40, 19760525, mr, amaya, scjum, nsw, coornabong, 4510, 56, nernst place, garema place surgery, 02 34641664, 3886090, 6, NoRole
rec-7350-org,   eng, m, 26, 19901012, , tenille, ness, qld, karara, 3550, 18, bonython street, mariner views, 613 32121029, 6992909, 8, NoRole
rec-5930-org,   chi, f, 25, 19910806, dr, jake, shih, nt, lee point, 2035, 5, elsey street, , 03 53367760, 8953973, 4, NoRole
rec-5986-org,   usa, f, 28, 19881124, ms, alia, donaldson, nsw, cecil hills, 4740, 8, freda gibson circuit, , 02 46745993, 1817474, 2, NoRole
rec-8617-org,   usa, f, 21, , ms, emma, tran, , nambour, 2565, 2, keverstone circuit, , 02 37626535, 6435388, 3, NoRole
rec-9363-org,   nor, m, 25, 19911112, hon, oscar, myrland, vic, kanumbra, 3150, 175, holtermann place, , 8 95121634, 3047071, 8, NoRole
rec-1022-org,   unk, f, 20, 19960529, ms, sophie, stranger, qld, pile gully, 4625, 1, , villa 2, 03 24195817, 7055631, 4, NoRole
rec-7810-org,   unk, m, , 19440725, lgt, sybella, abbetmeyer, wa, wellstead, 3585, 32, mullagh place, , 618 63356731, 1439884, 7, NoRole
rec-1274-org,   eng, f, 28, 19881106, , kyle, butcher, nsw, warrumbungle, 5041, 16, , , 02 07796993, 3579281, 5, NoRole
rec-3014-org,   iri, f, 33, 19830622, , lauren, kavanagh, nsw, birriwa, 4169, 141, blair street, , 02 96641193, 1347953, 1, NoRole
rec-3182-org,   unk, , 30, 19860505, , nathan, abat, sa, wingfield, 4879, 2, durack street, , 07 10133441, 5408893, 8, NoRole
rec-8573-org,   eng, m, 27, 19891212, dr, hugh, stoddard, nsw, wisemans ferry, 6025, 113, edmondson street, , 2 22488089, 8748512, 8, NoRole
rec-1410-org,   eng, f, , 19500406, , , tollemache, vic, moolap, 5046, 201, keverstone circuit, briars meadows, 8 46224151, 8889564, 5, NoRole
rec-2223-org,   ira, m, , 19861109, , eden, nassimi, wa, wilgarrup, 3072, 4, furphy place, , , 6540697, 1, NoRole
rec-1413-org,   ser, f, 35, 19810731, , lily, curevac, nsw, albury, 5022, 8, light street, warrawong, 612 46049097, 3264920, 4, NoRole
rec-190-org,   chi, f, 32, 19840211, mr, chelsea, ssi, , blackburn north, 5162, 40, lalor street, , 02 46238055, 9048391, 5, NoRole
rec-7716-org,   afg, f, , 19730112, mr, michael, prhangi, , hill top, 5084, 10, macnamara place, , 07 56406296, 9374477, 3, NoRole
rec-282-org,   usa, f, 13, 20031115, ms, danielle, savory, vic, axedale, 3840, 3, glasgow place, , 04 16051385, 6186543, 7, NoRole
rec-6689-org,   ira, , 9, 20070117, , bridget, safavi, nsw, lewisham, 4815, 16, glynn street, murrumbar, 612 47714086, 5749155, 4, NoRole
rec-3328-org,   eng, , 22, 19940921, , isabel, haroldson, vic, mountain gate, 3192, 38, budden crescent, , 618 55245005, 9478923, 3, NoRole
rec-6440-org,   gre, f, 28, 19880902, ms, jemma, galonopoulas, vic, rocklands, 3940, 73, paul coe crescent, , 8 73194819, 3427381, 1, NoRole
rec-7463-org,   cze, f, 36, 19800109, , jessica, kopraly, qld, wyandra, 2710, 26, schlich street, oakleaves, 613 98131038, 9800790, 2, NoRole
rec-3198-org,   por, , , 19130123, , victoria, debrito, act, kambah, 2380, 11, de burgh street, , 612 96781591, 9377205, 9, NoRole
rec-2614-org,   ara, , , 19060925, dr, serena, shazneen, sa, langhorne creek, 4870, 50, springvale drive, , 617 12227014, 7517069, 9, NoRole
rec-3892-org,   ser, f, , , , charlotte, adamovic, nsw, doctor george mountain, 5125, 43, hector place, kerry street, 02 36350588, 8952058, 9, NoRole
rec-3620-org,   eng, m, 34, 19820213, , annabelle, christopher, wa, noranda, 2035, 67, gleeson place, , 618 84249586, 5680362, 4, NoRole
rec-4054-org,   afg, m, 25, 19910508, , emiily, khan, nsw, wamberal, 6062, 5, wybalena grove, , 04 62366758, 2843219, 8, NoRole
rec-642-org,   ita, , , 19100922, mr, hannah, bessi, nsw, stuarts point, 5050, 16, medley street, , 612 09709639, 6643002, 9, NoRole
rec-7360-org,   ara, f, , 19301108, , chloe, fatin, nsw, dulwich hill, 2161, 8, middleton circuit, , 612 00422785, 9821855, 6, NoRole
rec-8968-org,   cze, f, 41, 19750507, mr, bayley, sirak, nsw, conjola park, 3132, 360, john cleland crescent, , 02 11460163, 7873777, 5, NoRole
rec-9534-org,   chi, f, 36, 19800515, , izaac, chiao, qld, greenbank, 3242, 4, timbarra crescent, , 613 89786306, 6448277, 0, NoRole
rec-8742-org,   unk, f, 32, 19841126, ms, hayden, strawbridge, , highton, 2533, 322, , yongala, 03 82400388, 8422827, 6, NoRole
rec-4952-org,   ara, f, 35, 19810720, mr, samuel, tufaylah, , buffalo, 3071, 5, dog trap road, , 04 08516912, 8637132, 6, NoRole
rec-7531-org,   unk, f, 32, , ms, madison, streckfuss, qld, kinross, 0812, 320, yerrabi place, , 03 37666139, 9723367, 0, NoRole
rec-6264-org,   ger, f, 38, 19780208, , helena, baumschlager, qld, dixalea, 2090, 16, vasey crescent, , 3 63455258, 6804372, 8, NoRole
rec-2269-org,   chi, f, 9, 20070909, dr, mikaela, luk, , tahmoor, 3193, 95, tauss place, belvoir, 03 81233030, 6804360, 1, NoRole
rec-5683-org,   eng, f, 24, , , jaimee, herberts, nsw, colo vale, 3033, 43, brent place, cosy corner, 04 84481495, 6271077, 9, NoRole
rec-450-org,   chi, f, 29, 19870217, , louise, ec, tas, lietinna, 2073, 44, marlock street, henry kendall bayside, 7 76606328, 1955275, 5, NoRole
rec-4179-org,   ger, f, , 19790806, , chloe, straub, vic, st kilda road, 4514, 65, doerner place, , 08 04033584, 7537974, 0, NoRole
rec-8249-org,   eng, f, 31, 19850617, , francesco, way, sa, netley, 4108, 67, lubuma place, , 617 86532367, 4573943, 1, NoRole
rec-6183-org,   usa, f, 23, 19931117, pfc, tommy, oneill, wa, osborne park, 3134, 71, marshall street, , 8 75205017, 6247764, 8, NoRole
rec-6425-org,   usa, f, 36, 19801117, dr, gabriella, quinn, vic, macks creek, 4122, 63, ryrie street, apmnt 203, 08 44789180, 3956798, 6, NoRole
rec-4862-org,   eng, f, 25, , , emiily, abramson, nsw, howlong, 4350, 146, fisk street, , , 8392984, 0, NoRole
rec-3355-dup-0, usa, , 36, 19800929, , harriet, moore, nsw, jeogla, 4012, 136, tristaniastreet, pepin, 612 70774557, 3817996, 4, NoRole
